,Rating,Reviews
508,4.0,"Well, initial impressions are good. Got it for around rs 870 applying discount. The Amazon advertisement page shows
BT 4.2, but the seller is selling BT 4.1. Previously was having JBL Infinity Glide 100, well those were having pretty below average sound quality, however the Bluetooth range in those was good (BT 5.0) , so returned them.
These Boat Rokerz have awesome sound quality, however the Bluetooth range (4.1) is not that great but can't complaint more considering the price nd sound quality.
Noise Cancellation remains to be checked. Build quality is superb.
(I got Black nd my frnd got Neon, well Neon colour is looking super awesome. Buy Neon colour if u buy these)
Will update after using for few more days."
509,1.0,"I cursed the manufacturer and bought a Sony product. No noise cancellation, rather it catches noise, the person on the other side of phone an only hear noises rather than your voice. Sound is okay quality. Go for JBL of same price, they have better mic, I personally have used them. The only positive thing is that you can connect two devices simultaneously with this BT headphone."
510,1.0,"Noise Cancellation was good - but as well it comes at the cost of you having to poke it in your ears.
I have had better sound quality at the same price range
Bluetooth range is as good as normal bluetooth headaphone - however, negative points as it doesnt turn off automatically.

On top of all that, within 3 months, the left ear piece stopped working.

Even though there is warranty - there is a really impractical and stupid policy.
I am from Bangalore - they say that if there is a service center in the city then, they wont pick it up for free - the Bangalore service center is 30 KMs from the center - it makes no sense for me to go there or even courier the earhones - it will cost me the same as buying new ones ....

When i went to Amazon's review is see that there are multiple people facing the same issue . I say Boat is a bad company but as well Amazon is at fault for recommending as ""Amazon's Choice"" for such a low quality product."
511,1.0,"Sound quality is not that good as compare to wire
Short range some time base did not come at all some connections problems"
512,3.0,"The headphones are definitely build to last. They have metal heads. There are different size of ear tips which is great. The magnet in the heads is also great and strong. They are comfortable to wear in long durations
Sound-
The sound is not so great but considering the price i would say its ok-ish. The bass is enhanced and produces a thumping effect. That's it. The mid and lows have are not at all clear and get drowned due to the enhanced bass.
Bluetooth range is good and since they are in ear types so they do provide a good seal cutting major sounds around you .
Call quality is again OK-ish
They are a no go for an audiophile or some one who listens to mellow songs
Go for them only if you are tight on budget ( got it for ₹999/- ) and are ready to compromise other tones for the bass"
513,2.0,"Though sound quality is good (according to it's price). I would suggest u to simply switch off the dolby music in ur phone settings to enjoy the original boat.

My concern is about it's battery life... it's not been a month and it started creating problem. Showing 50 to 60% battery and fall to 10 instantly.

hardly gives 3 hrs irrespective of what volume u r using it. I bought it for 999 and I found it not worth for it's price."
514,4.0,"So I used it for a while and really loved the quality of the product. The sound is crisp and loud which is best. The battery backup is amazing! I really loved it. But recently I realize that when I connect to my Mac Air, it shows that it's connected but the audio still plays in my Mac (Works perfectly fine on mobiles though). The replace date has expired and now I cannot do anything. I hope I get some good response from the seller."
515,3.0,"Apart from bluetooth not connecting automatically to paired devices, everything else is great.
Bluetooth connects automatically to last paired device, not to the nearest one.
I used a jabra one before this. It could connect automatically to the nearest device or the one which was currently ON.
Here we need to pair again even if only device(previously paired) is active at a moment."
516,2.0,"So i have used this bluetooth headset for a month as my daily driver, left side speakers just stopped one day while listening to music so i logged a complaint with customer service and they came to pickup the defective one in next 2 days, after that from last 15 days i didn't heard back from them, even the customer care numbers is useless since nobody picks up the call there. till date i have not received my replacement or repaired headset. overall good headset considering the price but extremely pathetic customer service towards customers from OEM, I would suggest rather go for Phillips, Sony, Mi or any other reputed brand since they provide excellent customer satisfaction."
517,5.0,"Product stands and works good for price 999/-
Charging time last for 4-5hrs in continuous usage.
Bass is high even for non-bass audio/video.
Call calrity is OK but not experiencing impressive noise cancellation while on calls. Must buy to enjoy bass music in this price range 👍"
518,4.0,"--- Reviewing after 2 months of use ---

Very happy with the boAt Rockerz 255 Sports Bluetooth Wireless Earphone.

Pros
- Sporty look and feel
- Great audio quality.
- Pairs seamlessly with two simultaneous devices. Used it with my mobile and laptop.
- Has decent battery life.
- Fits perfectly in the bowl of the ear making it suitable for running as well.
- Well priced.

Cons:
- If you are taking calls on both your mobile and laptop (VoIP), then the mobile always take precedence and interrupts the call on the laptop. I generally ended up disconnecting my mobile before getting on a call from my laptop. Not really an issue if you are only listening to music on your laptop.
- Ear clip felt a bit hard in the first few days so couldn't keep it in ear for more than an hour or two.
- Ear clip can become loose and fall off.

Would I buy it again?
Most likely"
519,3.0,"Hi All,

I purchased this product, Everything seems to be fine except below things due to that i requested Amazon for return the same and they are

1) At low volume of music you will continuous listen the humming sound (Means not music sound, Sounds which speaker generated by own) which is very discomfort for Ear and this is major issue, due to this i requested for return

2) Cables length is quite long, Which not looks good when it hang till near to your stomach but above of that (5'6)

3) To fit the noise cancel soft bud you have to enter speaker very deep in ear, so for long term in and out activity like this to your ear probably can make ear hearing problem."
520,5.0,"PROS

material quality is GOOD.
sound quality is great.
Durable Enough.
earpieces are good. Earpieces Fit properly in ears.
The microphone works fine.
Bluetooth connectivity is Good. Connects with both PC and MOBILE very easily.
Voice Acknowledgements are great in this Earphone. ( for switch ON, Switch OFF & Connectivity)
There is a small light Indicator on the Earphone that works fine.
We can charge the Earphone through adaptor or USB.

CONS

As it is a Bluetooth Earphone, therefore, it works great within a certain range. Try not to go too far from your Device(Mobile or PC )
While Commuting If the volume is too high, The earphone cancels all the noise around us. This can be dangerous.

Overall this product is great . Whether you are using it for Voice or Video calls or listening to music (soft or high bass) or listening to any video lecture."
521,3.0,"Been 2 months since I bought it. The left side stopped working gradually and now the volume has became so low..
Guess it’s better to opt for better branded products at similar price!
There is literally no service centre in Bangalore for this product. Travelled like 13 kms to a place which looks more then a residential home then a service centre.. and only be told to register online as services are only done in Mumbai. Better not buy from Bangalore for convenience sake. 🙄"
522,4.0,This product was purchased for gifting purposes - the feedback received from the person who is actually using this product is that they are happy with this product and besides excellent sound quality it is comfortable to wear - will consider to purchase for 2nd time - Amazon delivery is lightning fast and the product packaging was good
523,5.0,Very happy with the product. Been using it for last one month. Pairing in seconds. Sound quality is pretty good. I mostly use it for listening to music from Spotify/ Gaana. It comes with 3 different sizes of plug. I changed to small one which fits well in my ears. The legs are rubbery and very flexible so sits in the ear properly. Go for it!!
524,4.0,"Better sound and quality. Value for money.

Two things which bothers me.
1: The controller on the head phone is not that great. Feels like you are touching a wood. Not a smooth plastic. Would appreciate a smooth finish.

2: The description say it supports dual connectivity.
Yes it supports. But there is some issue on handling it. Ex: i connect to my PC and phone.. but when i get a phone call I couldn't answer the call.

And feedback voice for connecting and disconnecting is bit horrible."
525,5.0,"it has extreme bass and a great extent noise cancellation and decent sound clarity.
It has a mindblowing battery which gives 7-8 hrs music playback time . It's mic is also good & you will not be disappointed with the voice quality. But more than putting 2 hrs it feels very uncomfortable to me bcz of its conical buds(can be removed). It's Wires are a bit long which makes it odd in looking.
It's long wires really disappointed me.
Its packaging is bad.
Otherwise it is a very good headphone in this price segment. I really liked it."
526,5.0,"Worth for money...
Connectivity is awesome..
U gonna love the base.. its really too much..
And most importantly battery life , many reviews says it's exhaust fast but I bet u can't increase the volume above 40% it's more than enough to listen a pleasurable song, and at this rate battery will last more than 6 hours for sure😎🤟🤟 go for it.. and don't forget to register your product for warranty claim."
527,5.0,"Got these mainly for my gym sessions.

Build: 4/5
Battery: 3.5/5
Sound Quality: 4/5 (good bass)
Connectivity: 3.5/5

The build quality is pretty good and sturdy.

The battery level is displayed on the phone once connected which helps me know when I have to charge it.

The battery life is also fair enough, you can use it for a good 3-4 hours listening to music at 40-60% Volume.

But once the battery level reaches 20%, the battery will last no longer than 15 minutes. Generally, if you see a phone's battery, it drains out slower when it's below 15%.

If you do use it at max volume, I'm sure you won't be hear anything but the music, so if that's ""Noise Cancellation"", then it does a good job because these earphones are really loud!

Overall a good product from the price point and sound quality point of view.
Happy Shopping! :)"
528,3.0,"Connection issues is my main problem. Phone is in pocket and sound breaks up. And lag is awful in PUBG you stop walking and sound is like good second or two behind. Amazing sound quality for price. Comfortable built quality is not bad. That’s why I gave 3 stars. I am going to use it for music mainly so I am keeping it, but if you are planning to use it for gaming don’t but it. I wouldn’t recommend this. If you are using it for anything but music."
529,1.0,"Purchased it couple of months back. I learnt my lesson that if you are looking for a reasonable wireless earphone you gotta empty your pocket a bit. These mid range wireless earphones within 1000-2000 rs range is just waste of money. Because after 3 months these become useless. I bought sony mdr xb50s that cost me close to 5k that time, but i lost it. Decided to go for mid range pieces . None of them lasted for more than 3 months including this one . Bought sony mdr xb50s again ."
530,5.0,"Had purchased 02 Rockerz 255 earlier and gifted it to my colleagues, they were impressed, so during the Amazon Sale purchased another 02 and gifted them to my other colleagues, they too were happy with the products, all 04 of them are very satisfied with my choice and now they approach me for any purchases related to electronics."
531,5.0,"As I used them first time during work out session at the gym, I felt really awesome while weight training.
Sound quality is the best. Bass, voice, inbuild mic. everything is just sheer perfection. I was so confused in choosing between many options on Amazon, but I am happy that I have chosen boat over others."
532,2.0,"I used it for 2 days and I'm not really happy with this product. I purchased this to find something good in budget but it came out to be total waste. Guys if you are looking for something good in wireless, try to increase your budget a little bit higher. You will definitely find something good.
The mic is the worst. I'd give it a 1/5. There is zero noise cancellation. The person hearing your voice can barely tolerate it. Do not get this product if you are gonna use it for calling as well. You even have to use voice chat at the time of gaming and it gets really annoying for them.
The feel of product is decent. But the wire is incredibly long, feels weird while wearing it.
I have attached images, i have used an A4 sheet for size reference.
You can't wear it for longer time. The earpiece is huge and bulky. If you wear it more than an hour, it starts paining. It's not really comfortable plus it's made up of metal, it is a bit heavy.
It looses connection often or you hear distortion/breakage of sound when you are traveling. You have to keep your device very close to you otherwise the sounds start breaking. You can't even use it across the room.
It doesn't really have a good bass, the bass is okayish; 3/5. You can play around with equalizer to get a slight bass, other than that, it doesn't really have any bass considering it has 10mm drivers and that ""super extra bass"".
The battery was fine until it reached 50-60%. The rest drained within 10 minutes of usage. It charges quickly though.
I recieved a small charging cable and 2 pairs of earbuds (image)
The packaging was average. It didn't damage the product but the cover was dented a bit, it could have been better with some protection.

Sound: 3/5
Noice cancellation (sound): 4/5
Bass: 2.5/5
Comfort: 2/5
Mic: 1/5
Noice cancellation (mic): 1/5
Product feel: 4/5
Delivery: 4/5

Feel free to ask quarries"
533,5.0,"Now, im writing This as a musician.
So you could expect This review to be credible.

First of all, im in love with these earphones. These are one of the best if not the best budget bluetooth earphones in the market.
Sure there are a few flaws, but if you're not a musician/producer (anyone related to the music profession.) You'll not understand. Hell, even a few beginners wouldn't understand.

If you're looking for great sound, a great experience and a great customer service, boat is what you should go with.

However, if you're looking for perfect sound quality for something like music production or mixing, you're not going to get that in this range."
534,1.0,"Stopped working after 1 week usage, not durable and battery back up is not up to mark. no response from customer service centre. very disappointed"
535,3.0,"Review after 2 Months of usage :
I have never used branded earphones , so I was expecting the performance of this earphones to be decent in all aspects.
Some Cons first :
1. The neckband material is complete plastic and kinda hurts my back neck when I wore it directly on neck.
2. Whenever I am walking somewhat faster , and if my phone (Moto E4 Plus) is in pocket , the connectuvity abrupts some times.
3. Claiming warranty is tedious , it should have been more easier e.g. just by scanning an QR code or so.
4. The bass is okayish , not the best not bad.
5. The snapdragon chip used in this earphones claims to connect two devices simultaneously (Scatternet) but there are no clear instructions on how to do it.
6. Just few days ago I have experienced that after connection and in working normal condition, the sound from ear buds stops abruptly , and kind of weird click sound comes and even after reconnecting same issue remains.
7. My voice while in call is not really clear , I have to repeat my words while on mic.
And here are the pros that I found :
1. Battery is quite good , daily I use it for around 2 hours and I charge them once or twice a week, I literally never ran out of battery.
2. This earphones seems to have water resistance, few days ago, one of my earbud dipped into water , fortunately earphones just working fine."
536,3.0,"First of all please don't highlight my review or any comment for this product , bcze I have been a regular customer of Amazon since 2012-13 , at that time I ordered books for my study , and this account belongs to my sister account ARCHANA KUMARI (elder-housewife) , if you want to contact me through my account please go through my account details BIMLESH PRASAD -7277950100 with registered email id -bimlesh111@gmail.com....

2nd thing - I got my headphone ( boat rokerzz) which I have ordered and I got earlier as expected & was NOT totally sealed , but I ignored at that time, because I have to check my product.

The product was fine good while opening and tested further , rest I charged Bluetooth headphone for about 2 hrs...and then now I am listening and answering calls from my friends....

My doubt and review about product is that ....Bluetooth is not working properly while listening song and walking ...it gets disconnected and mobile phone ( REDMI NOTE 4) is in mypocket .
Kindly give me suggestion and review from your side what should I do....??? I have invested my money after deep review and suggestion from friends , relatives and family.

For further information - kindly contact me -
7277950100(Bimlesh PRASAD)
bimlesh111@gmail.com"
537,5.0,"I used this headphone since 15th october ... today is 6th november ..
build quality is great .. Styling is also great..
I am getting 6-8 hours of battery backup with standby for 4 to 5 days... awasm battery backup..
Coming to sound quality,,, the punch of bass is just solid,, the midrange is also great,, high is little bit low,, but ok,, overall very very good sound quality... i was not accepting this type of sound quality ....also sound output is very loud...
if u have a budget of 1.5k... just go for it.... u will be happy for sure.. and in this budget point,, there are no headphone that will compete this BOAT...

A QUALITY PRODUCT FROM A QUALITY BRAND....."
538,4.0,"Well, first things first... Amazing at this cost... I have used Sennheiser, Sony, JBL... But when compared to these premium brands, Boat Rockerz 25S headset has beaten them all!!!! Why??

1. Noise Cancellation: One of the best noise cancellation headset, I've ever used... I would say, 8/10 on this parameter.. Outside noise is very much muted, but as I would have wanted, a bit outside noise is very much needed.. Safety first...

2. Sound Quality: bass is just awesome.. Just good enough that one would have wanted. Treble is also good. Sound is clear and that's what matters most.

Blootooth connectivity: It is above average, connect quite quickly.."
539,2.0,"The product was well packaged in the usual amazon bubble wrap bag although the bottom of the actual packaging was squished. But after using it for two days, i noticed that it had a lot of connectivity issues. The minute i keep my phone in my pocket, the sound starts glitching. I can't hear the music or the voice on the other end pf the call. This is disappointing since I expected this particular brand to have extremely good connectivity, at least 10m. If my phone is in clear view, like on the table, the earphones work well. But the moment i keep it in my pocket & walk, the sound starts glitching.
Pros:
1. The earphones have a good look.
2. They sit well around the neck.
3. Get connected very fast to devices.
4. I like the in built voice to indicate phone calls, powering on & off. Rather than the phone's ringtone blaring in our ears while connected to the phone, ""Incoming Call"" suffices.
5. Pop music, rock music ounds really good.
6. Very good noise cancellation.
Cons:
1. Bluetooth range is bad.
2. Not good for instrumental, classical music.
3. Bad microphone. No noise cancellation for phone calls.
4. Ears start aching after a while."
540,4.0,"One of fantastic earpiece in this price range, i got it for 899 from Great Indian Sale on Amazon.in

Sound quality is good but not best.
Bass is good.
Bluetooth connectivity is fine as i can use it anywhere in my home.
Battery is good as it gives upto 5 hours playing music or talking. (ONE PROBLEM I DETECTED IS IT WON'T SHOW YOU HOW MUCH BATTERY REMAINING) as when fully charged it shows 100% in phone suddenly after sometime it shows 80% then after sometime it's on 60% thn it can be switched off anytime but exactly it will run for 5 hours.
It gives warning of battery low at 20%

Overall good product for this price range.
It shows that it will give battery backup upto 6 hours but i find it will go upto 8 hours."
541,3.0,"Product is average.. ear buds clip sizes differ, so not holding on firmly.. slips during vigorous workouts.. Sound quality very good and decent. BUT BATTY LIFE VERY DISAPPOINTING. DISCONNECTS VERY OFTEN AFTER 1 HOUR.
SO NOT A VALUE FOR MONEY"
542,4.0,"Got it for Rs.999 at Amazon Day sale. Using it for last 2days. If compared with my old Boat 225 earphone, sound quality is almost same. But the bluetooth connectivity is really disappointed. It's getting disconnected very frequently... Even within 6-7mts. Noice cancellation is just ok. It's very light weight and very much comfortable."
543,2.0,"One of earphones not working within two months of use. Sound quality is very poor. Mic is not too good either but better than my PRIMIU APOLLO earphone which I bought later and is completely useless. In fact both Apollo & Boat blutooth earphones are useless.
I am going to throw both earphones in a dustbin and share a video later.
I will try normal wired earphones from now on."
544,5.0,"Writing after 1 months of rough use .
Only get detached the rubber cap of charging point.

Super compatible with my Samsung Grand 2 , Samsung M20 and Lenovo Lappy.

Light weight.
Super sound quality. Same as JBL as I am JBL freak . Now a days JBL is giving bad cord for headphones... this one is good in 255.
Only problem is the distance frequency is very very low.

I purchased on Rs.999/- on sale.

Better than other products as the round neck is not stiff so can listen while sleep too .

Don't think too much just go for it .. not disappoint you ."
545,4.0,"Pros: 1.light weight,
2.fast pairing for BT,
3.Comfortable fit,
4.Thundering bass!! Good for bass lovers.
5.Google assistant works perfectly.

Cons: 1.No vibration for call alert,hence can miss a call if phone is away.
2. Due to extreme Bass, sometimes vocals and fine instrument sounds get masked.
3. At full volumes, bass is very loud which if listened for long time can cause ear and headache.

But there is a solution to the problem, you can install '' Black player'', which has tones of equaliser settings.
So recommend people to use it and obviously go for boat rockerz 255, as it is value for money product!!! 😃"
546,4.0,"I bought them for around 1200 in sale
Pros :-
Awesome sound quality
Beast battery backup (Boat is lying about 6hrs backup as i have already used them for a movie and 1 hr call and 30-40 songs and overall usage for more than a day and still 60% battery left)
Support Buds for earphones do good work for holding on the earphones in ear
Voice and beats are very clear
Call quality is satisfactory
Build quality is superb.
Splash proof

Cons:-
Support earbuds start causing pain in ear for long use but thank god they are removable
Strap around the neck is good but strap goind towards buds is quite thin. Handle with care
Small range as it is 4.1 Bluetooth with less than 10m coverage"
547,5.0,"Great battery standby is the 1st thing i would mention, 2nd would be awesome quality sound. Pretty loud when u need it and not overwhelming at the same time. Great bass and surround effects. This is my second purchase of boat rockerz 255 and am currently using both of em as i am on calls and music most of the time. Still it gives more than 8 hours standby.
Great buy. Very much recommended. Also i have claimed warranty from boat and got a replacement so i can say the warranty claim they make works. GO FOR IT."
548,4.0,"Good if you are in <₹1500.. sound wuality is not superb but it cant be registered as bad. Is good but not matchable with jbl. Higher frequencies are missing and baas is not enough powerful. Actually it is serving my requirements completely as off watching movies and series. For enthuastic music listeners, this is not recommended but for routine use its is good. Battery life is for whole day with normal calls and 6-8 hour movies. Product looks sturdy and durable. Connects automatically when paired with a device earlier, sometime you have to manipulate in your ear for fitting, ear bud looks cheap though, extra 2 set of earbud are available in the box along with small usb cable"
549,5.0,"It has amazing sound quality bass is superb and punchy.
Pros
1. Earbuds seals the ears and cancels the outdoor noise it fits properly and stays in ear for longer time.
2. The battery backup is good about 6-7 hr of playback and about more than full day standby.
3. Amazing sound quality
Cons
1. Bluetooth connectivity is not so good you can feel the desortion in sound when phone is in another room. Also i have experienced signal drop in open areas when phone is in pocket.
2. LATENCY IS BAD its not a good product to play games and watch movies and series you will have to adjust the audio delay everytime and still you will face half second latency.

This is the only issue overall product is awesome"
550,4.0,"BoAt rockerz. Very good at reasonable price Bluetooth earphone. Got it at Prime sale at Rs 999/-.

Pros.
Bass is good.
Fits properly inside the ears.

Cons.
Pre configured voice that come while connecting / Disconnecting, or incoming call is not clear. May be bcoz of Male voice
😜"
551,5.0,"Never used a boAt product before this one, but boy was i impressed by the quality of this thing....

BASS 9/10
Mids 9/10
highs 8/10
Battery performance 9-10 hours on full charge (also has a feature where 10 mins of charge will give you 35mins worth of battery)...
BT range 7-10m depending upon obstacles between this and the phone
comfort 8/10 ....(those plasticy(silicone actually) things protruding from the might feel a bit uncomfortable at first)

cons: 1) has a irritating indicator for low battery which i presume goes off about 4-5 times....at 10% first then every drop in percentage after 5% will have you hearing ""oops battery is getting low"" or a similar message
2) The charging port is concealed in an awkard way...although its durable but the cover is kinda obtrusive
3) i recommend not using a power/fast/turbo charger (or whatever they call it these days) if you want to see them live longer than a month.....110mAH battery Li-On battery would def not like that [i charge mine using my laptop USB port.....sometimes i have charged it using my phone too 3% drain for a full charge EPIC for travelling]
i have used many wired earphones before this so having a comparison between them seems stupid but it does well in competing with the sennheiser cx 180, jbl C200Si and it even outperforms the sony MDR-Ex150ap in terms of sound quality...
also getting it around for 1400 seems like the best price ...anything higher and i would save up for sumtin else

tl;dr if this fits your budget then go for it without thinking"
552,1.0,"Writing this after 4 months of usage. Not any expert on earphones, just a layman trying to get a VFM Bluetooth headphones with some nice audio quality. No doubt boat rockerzz dissapoints to the core. The built quality is really bad one of the edges is already coming off. The battery caught and the coating started pelling off. The Bluetooth connectivity is also bad. There are gaps in the connectivity even when the phone is in my pocket.
The only saving Grace is the bass in the audio.

Bluetooth connectivity - 2/10
Build quality - 1/10
Audio quality - 6/10
Value for money - not at all"
553,5.0,"length of its both wires are frustrated as too lengthy and not comfortable at all, when you fix the buds in ears not hearing any outside sounds clearly...
Also hurting eqrs. Other than above
Battery capacity and Bluetooth range & built quality r good...
Inspite of my review,
I loved the warranty of the product
My product's right bud wasn't work for a while I have opted for claiming warranty, they were accepted my warranty and replaced with another piece within 20 days...
You really awesomeboat"
554,4.0,Sound me bass jayada hai . Noise me Perfect hai par apple 🍎 jaise earphone milto aur maja aa jata. I phone 7 me use kar raha hu to Valume up and valume Down karte time ek thik ka sound ata hai. Music 🎧 sunte time bhi aata hai. Bass thoda jay ada hai battery 🔋 backup mast full charging Ki 3 din tak aram se chal jati hai. Music 🎶 6 hour chalta hai. Siri use karte time thodi Dikat ja rahi hai. I phone 7 me use kar raha hu to Valume up and valume Down karte time ek thik ka sound ata hai. Music 🎧 sunte time bhi aata hai. Bass thoda jay ada hai battery 🔋 backup mast full charging Ki 3 din tak aram se chal jati hai. Music 🎶 6 hour chalta hai. Siri use karte time thodi Dikat ja rahi hai.
555,3.0,"Its good for listening music or watching videos, but for calling purpose sound its JUST OKAY.
Battery life is Okay not Good.
I am using them from last 3 months and right side ear phone is not working.
I tried to contact supplier for warranty claims but its not easy to contact him even AMAZON's customer support is not helpful. Number they have given is not going through.
I paid around 1500/- and now they are not working properly :("
556,1.0,"I was so excited when I purchased this Bluetooth headset. But too much dissapointed when I used. Volume is very low while listening, not up to mark and no bass at all in any song. Totally dissapointed, returned back. Not recommend for music lovers at all. Even in call , caller volume is also very low."
557,1.0,"I return this and give 1 star due to this points.
1. Sound quality is not good, 3/10
2. Bass is too much limited, 1/10
3. Overall sound loudness is low, 3/10
4. If I adjust equalizer in my mobile iske speaker bhrraate he.

I not feel good sound so I return.
225 is much much much batter from 255"
558,4.0,"I brought this headphone compared to nothing. So previously i didn't have any Bluetooth headset. What i find good about this product is that 1. Its very light weight, very easy to carry while wearing 2. The quality of the chord is great, it can't damage easily 3. The sound quality is awesome and the best part is the noise cancellation which works completely great. Its takes only few minutes to get charged while plays for hours which is very great.
Now after using this for about one month the problem i have found is with the Bluetooth connection, sometime might face problem with lagging while listening.
But this problem you will feel rarely like in a day 4-5 times.
Apart from that, this is a great product to buy."
559,3.0,"Everything about the earphones are really good. But jus that even the best products has the cons to it! So first off...,
The sound Quality it's flawless and buttery smooth... But..! In an immerse content called the ""Extra Boost"" they've pumped up the Bass alone!? Where's the original bit of the song Ya'll!? 😑 The bass is so dominant that the original bit of the song isn't present.

Secondly.., if your are frequent user of the earphones.. I highly recommend not to go for it. After my extensive usage for about a week I found that the Backup charge in the device is horrible... And the most irritating thing is that it powers off at 20% (What the Heck) that's a true example of a poor Build. The battery doesn't even last for 3-4 Hrs of continuous playing.. But if your a timely user then this device might a perfect fit!"
560,5.0,Bass is on heavy side battery back up is good I get close to 7 hours with half volume the grip on the earphones are really getting good overall I see there should be a bit more balance of treble and bass on the headphones I Brought these on sale for 999 which is awesome price go for it
561,1.0,"What I liked:
Battery life - 7 to 8 hours of continuous music (9/10)
Music quality - good (7/10)
Range- 8±4 m

Review after using it 6 months:
Left side - stopped working
Right side- working with reduced volume
# earphone slips out of ear while even walking
# the parts of the earphones that keep it tight to ears have lost bcoz after some time those became loose.
# lost 2 earlobes already because of looseness.
# presently I'm not using this headphone."
562,4.0,"Actually a product worth buying.. I have mostly been a fan of quality products than brand names.. Boat has come up with a product that does just everything it is supposed to do.. I got it for under 1k on one of the sale days and that's why it's even more of a satisfying buy.. my views on this after using my Boat Rockers for almost over a month extensively..
1. Sound is quite good..bass is quite good for regular use (I mostly listen to Psychedelic, Techno and Rock, performs genuinely on all the genres)

2. Lightweight - I have slept wearing it twice, never realised..!!

3. Good battery life- goes on easily for 6-7 hours with one charge..(mix of usage and standby)

4. Love the color- I have a red and black colour one..looks super classy..

5.noise cancellation is good. Blocks out pretty much all of the ambient sound even in the middle of noisy surroundings..

All in all..I am happy I waited a long time to buy a genuine wireless earphone and Boat Rockers made it worth the wait..

Cheers team Boat..!!"
563,5.0,hi the sound quality is very good and not truly impressive at this price. The passive noise cancellation has almost no effect since the cushioning of ear plugs into ear would almost suppress all the noise. There are extra earplugs at variable sizes given to us. And other than this there is no other accessories provided.
564,5.0,"The product is amazing when it comes to sound quality and the material used in the making.

It works decently at it's low pricing but the pannel of buttons on the headphones have stopped responding which as caused the Mic to not work as well.

But still the songs play well with any issues....."
565,5.0,"Writing this review after several months of using it. This is a great product, very good bass, excellent noise cancellation and the best part is battery back up, it gets full charge in just 45 mins max and you can use it for more than 7 hours, approx. I am very happy with this product. Boat is definitely in the market for something big as it's providing awesome products at very affordable price."
566,4.0,"great in most aspects( only for music lovers )
bass-9/10
bass is ultimate if u r a bass lover than it's for u.
PUBG player note:-
not recommended for playing games for it has sound lag, which most of this budget earphones give.
If want ear or headphones for gaming than this is not for u.
sound quality-8/10
noise cancellation 7/10
the main part of noise cancellation is that it could cancel most noise like people's voice,traffic etc. but not useful against sharp noises i.e. sound of all same frequency .
bluetooth connectivity-5/10
very poor u an even go even 8m away but description shows 10m.
overall 7.25/10
BUT still great in budget
got this for 999/- in GIF"
567,1.0,I am facing problems with mine one...i dont know why bt the left earpeice stops working automatically sometimes...i jst ordered for replacement...bt now m afraid...d if d replacemt product works d same way....den my 1500 rupees will be a loss...if any of you face the same...please let me know
568,5.0,"Boat's signature sound quality - fantastic.
I wouldn't depend too much on noise cancellation - not too much.
Pretty comfortable but I had to take out the extended rubber hooks (or whatever you call it) from the earpieces and it was great then.
Would have preferred a shorted cable but it's not a deal breaker.
Regular use sweat over ears or at the neck does no harm, but I have been skeptical to try in the rains."
569,2.0,Except the looks and battery backup i think nothing is good. Sound is of below average quality...after listening to sony i applied this and i could not fathom why such good ratings..rather try out philips/sony wired earphones guys..could not return as packaging was thrown by maid..😪
570,1.0,"Cons:
~ Quality of plastic is cheap for the price.
~ Cable that goes around the neck is very stiff and uncomfortable to wear.
~ Ear bud rubber is slippery and even the bud with does not fit properly.
~ Multifunction buttons provided in the right side tag is hard to press does not provide proper haptic feedback.
~ Length of the cable is longer than the required size and makes sure that the mic stays away from your mouth so that during calls people can hardly hear you.
~ -200% noise cancellation, when you are on a call, the receiver can hear the noise of a motorcycle that is 1km away from you. It actually absorbs the noise better than the users voice.
~ For multifunction keys dedicated to power on/off, toggle previous/next and to enable Google assistant, the time defined for long press is so long that it's frustrating everytime when you want to turn off your device.
Pros:
* Good sound quality
* Voiceover feedback on key press actions are highly intuitive."
571,1.0,"Durability : Left ear phone has stopped working !!
This is within 25 days of buying the product. Suggest not to buy this product ."
572,2.0,"The battery drains real fast, exhausted in 1.5 hours. Unlike other headphones, it still keeps running even when the earbuds are locked with each other. And there's often this disturbance during calls and I have to switch to earpiece.

Sound quality is decent so alright for listening to music but there's still the battery issue."
573,1.0,What a waste product. There is no concept of noise cancellation except your voice each n every outsider sound u can hear in this headphone. The main purpose to buy this product is to avoid that helmet m phone fasa k phone pe baat krna but guess what when u use this headphone while driving u can hear only altu faltu sound but not that person voice. Infact it hurts your ears too when your wear helmet over this. Seriously after using 2 to 3 months I am writing this review and it really sucks. I am a boat lover person but this product seriously disappointed me alot.
574,1.0,"Sound Quality, Noise Cancellation and Bluetooth Connectivity is good enough in this budget. But the mic went bad within 5months of purchase. Even one side earphone stopped working. But the main problem is that their customer service is hardly ever reachable if you face an issue. They pick up the earphones for service by a courier and never responded again. It's been 2 weeks already since I sent them my bluetooth earphones but I am yet to get a reply, leave alone getting my earphones. As far as I know this is a similar case like another brand called 'House of Marley'. 'Boat' Brand is very bad in their customer service response. This is a major drawback for an upcoming brand since if customer service team is careless then buying a 'Boat' brand product is as risky as buying any other non branded product."
575,5.0,"This is a very convenient and easy to use earphones. I had no issues with connectivity or battery as they are both good and reliable. The sound leans heavily on the bass side of things. For bass heads who like loud earphones, this is perfect. For people who want a more neutral sounding earphones, look elsewhere"
